自增ID,款式编码,商品编码,商品名称,颜色及规格,颜色,规格,基本售价,市场吊牌价,分类,商品属性,创建时间,季节,面料成份
722,SPU177,SPU177-橙色-XL,家居服夏季款,橙色 短款,橙色,短款,243.0,185.0,内衣,XL,2024-08-24 15:33:54,春季,涤纶
723,SPU177,SPU177-橙色-XL,家居服夏季款,橙色 标准,橙色,标准,376.0,665.0,内衣,XL,2025-01-14 19:50:16,春季,涤纶
724,SPU177,SPU177-橙色-XXL,家居服夏季款,橙色 短款,橙色,短款,487.0,144.0,内衣,XXL,2024-07-09 14:58:33,春季,麻
725,SPU177,SPU177-橙色-XXL,家居服夏季款,橙色 加长,橙色,加长,161.0,761.0,内衣,XXL,2024-07-19 09:38:08,春季,混纺
726,SPU178,SPU178-粉色-均码,家居服热卖款,粉色 标准,粉色,标准,300.0,504.0,内衣,均码,2025-09-30 04:23:26,春夏,丝
727,SPU178,SPU178-粉色-L,家居服热卖款,粉色 宽松,粉色,宽松,484.0,647.0,内衣,L,2025-08-14 07:56:10,春夏,羊毛
728,SPU178,SPU178-粉色-L,家居服热卖款,粉色 短款,粉色,短款,324.0,669.0,内衣,L,2025-05-13 11:01:43,春夏,涤纶
729,SPU179,SPU179-黄色-均码,连帽卫衣春季款,黄色 修身,黄色,修身,191.0,717.0,男装,均码,2024-12-25 07:17:46,冬季,麻
730,SPU179,SPU179-黄色-M,连帽卫衣春季款,黄色 短款,黄色,短款,195.0,470.0,男装,M,2025-03-11 22:22:25,冬季,麻
731,SPU179,SPU179-黄色-XL,连帽卫衣春季款,黄色 修身,黄色,修身,252.0,644.0,男装,XL,2024-10-14 01:58:22,冬季,丝
732,SPU179,SPU179-黄色-M,连帽卫衣春季款,黄色 标准,黄色,标准,431.0,141.0,男装,M,2024-03-28 01:37:02,冬季,涤纶
733,SPU180,SPU180-橙色-XS,家居服经典款,橙色 标准,橙色,标准,210.0,534.0,内衣,XS,2023-11-12 05:03:30,春季,羊毛
734,SPU180,SPU180-橙色-M,家居服经典款,橙色 标准,橙色,标准,481.0,439.0,内衣,M,2025-09-02 11:11:02,春季,丝
735,SPU180,SPU180-橙色-L,家居服经典款,橙色 宽松,橙色,宽松,481.0,518.0,内衣,L,2023-12-06 02:58:21,春季,棉
736,SPU181,SPU181-棕色-XS,羽绒服夏季款,棕色 宽松,棕色,宽松,286.0,453.0,女装,XS,2024-09-03 06:30:06,夏季,涤纶
737,SPU181,SPU181-棕色-XXXL,羽绒服夏季款,棕色 加长,棕色,加长,365.0,697.0,女装,XXXL,2025-07-08 23:13:38,夏季,丝
738,SPU181,SPU181-棕色-XL,羽绒服夏季款,棕色 宽松,棕色,宽松,115.0,118.0,女装,XL,2024-09-18 03:04:35,夏季,混纺
739,SPU181,SPU181-棕色-XXXL,羽绒服夏季款,棕色 修身,棕色,修身,216.0,643.0,女装,XXXL,2024-06-28 21:17:41,夏季,涤纶
740,SPU182,SPU182-橙色-XXXL,休闲衬衫夏季款,橙色 短款,橙色,短款,121.0,411.0,男装,XXXL,2024-12-31 05:09:31,春夏,丝
741,SPU182,SPU182-橙色-S,休闲衬衫夏季款,橙色 标准,橙色,标准,255.0,238.0,男装,S,2024-07-23 21:42:52,春夏,羊毛
742,SPU182,SPU182-橙色-均码,休闲衬衫夏季款,橙色 标准,橙色,标准,123.0,190.0,男装,均码,2024-04-27 11:02:02,春夏,棉
743,SPU182,SPU182-橙色-S,休闲衬衫夏季款,橙色 修身,橙色,修身,440.0,487.0,男装,S,2025-03-01 06:25:03,春夏,丝
744,SPU183,SPU183-粉色-XXXL,休闲衬衫夏季款,粉色 短款,粉色,短款,61.0,404.0,童装,XXXL,2024-09-21 13:43:42,春季,丝
745,SPU183,SPU183-粉色-XXXL,休闲衬衫夏季款,粉色 宽松,粉色,宽松,197.0,685.0,童装,XXXL,2023-12-21 15:22:55,春季,棉
746,SPU183,SPU183-粉色-XL,休闲衬衫夏季款,粉色 标准,粉色,标准,305.0,498.0,童装,XL,2024-07-04 12:17:52,春季,羊毛
747,SPU184,SPU184-棕色-M,速干T恤秋冬款,棕色 加长,棕色,加长,79.0,148.0,运动,M,2024-11-16 02:50:51,秋冬,涤纶
748,SPU184,SPU184-棕色-S,速干T恤秋冬款,棕色 短款,棕色,短款,124.0,600.0,运动,S,2024-03-13 10:24:53,秋冬,棉
749,SPU184,SPU184-棕色-XXL,速干T恤秋冬款,棕色 标准,棕色,标准,202.0,389.0,运动,XXL,2025-07-11 23:58:43,秋冬,棉
750,SPU185,SPU185-米色-XS,家居服经典款,米色 短款,米色,短款,237.0,653.0,内衣,XS,2025-07-22 01:15:51,秋冬,混纺
751,SPU185,SPU185-米色-M,家居服经典款,米色 短款,米色,短款,420.0,670.0,内衣,M,2025-01-20 01:27:27,秋冬,麻
752,SPU185,SPU185-米色-M,家居服经典款,米色 修身,米色,修身,393.0,708.0,内衣,M,2024-02-02 11:06:01,秋冬,涤纶
753,SPU185,SPU185-米色-L,家居服经典款,米色 修身,米色,修身,340.0,490.0,内衣,L,2024-11-06 01:10:15,秋冬,棉
754,SPU186,SPU186-棕色-L,连帽卫衣夏季款,棕色 加长,棕色,加长,69.0,253.0,运动,L,2025-01-14 02:48:30,夏季,涤纶
755,SPU186,SPU186-棕色-M,连帽卫衣夏季款,棕色 宽松,棕色,宽松,275.0,326.0,运动,M,2024-11-27 04:11:22,夏季,混纺
756,SPU186,SPU186-棕色-XXXL,连帽卫衣夏季款,棕色 修身,棕色,修身,280.0,303.0,运动,XXXL,2025-05-08 10:13:18,夏季,棉
757,SPU186,SPU186-棕色-XXXL,连帽卫衣夏季款,棕色 短款,棕色,短款,81.0,240.0,运动,XXXL,2025-04-11 03:43:14,夏季,棉
758,SPU186,SPU186-棕色-L,连帽卫衣夏季款,棕色 宽松,棕色,宽松,312.0,105.0,运动,L,2023-11-11 11:18:50,夏季,混纺
759,SPU187,SPU187-黄色-XXL,短袖T恤春季款,黄色 短款,黄色,短款,454.0,215.0,男装,XXL,2024-05-28 16:04:12,冬季,涤纶
760,SPU187,SPU187-黄色-M,短袖T恤春季款,黄色 短款,黄色,短款,53.0,539.0,男装,M,2025-05-11 20:09:14,冬季,羊毛
761,SPU187,SPU187-黄色-XL,短袖T恤春季款,黄色 标准,黄色,标准,300.0,458.0,男装,XL,2024-09-29 15:41:41,冬季,涤纶
762,SPU188,SPU188-黄色-XL,风衣夏季款,黄色 标准,黄色,标准,138.0,729.0,童装,XL,2025-09-02 03:12:28,秋冬,麻
763,SPU188,SPU188-黄色-S,风衣夏季款,黄色 标准,黄色,标准,253.0,412.0,童装,S,2024-05-30 01:11:55,秋冬,混纺
764,SPU188,SPU188-黄色-XXXL,风衣夏季款,黄色 宽松,黄色,宽松,133.0,129.0,童装,XXXL,2025-09-12 14:50:16,秋冬,棉
765,SPU189,SPU189-蓝色-L,跑步外套夏季款,蓝色 短款,蓝色,短款,381.0,309.0,运动,L,2024-06-04 00:07:09,春夏,混纺
766,SPU189,SPU189-蓝色-L,跑步外套夏季款,蓝色 短款,蓝色,短款,418.0,353.0,运动,L,2024-11-06 15:45:53,春夏,棉
767,SPU189,SPU189-蓝色-L,跑步外套夏季款,蓝色 短款,蓝色,短款,451.0,690.0,运动,L,2025-04-15 03:53:09,春夏,涤纶
768,SPU189,SPU189-蓝色-XS,跑步外套夏季款,蓝色 标准,蓝色,标准,56.0,681.0,运动,XS,2024-01-26 18:22:14,春夏,丝
769,SPU189,SPU189-蓝色-L,跑步外套夏季款,蓝色 加长,蓝色,加长,476.0,372.0,运动,L,2024-10-26 16:07:19,春夏,丝
770,SPU190,SPU190-米色-M,家居服秋冬款,米色 加长,米色,加长,266.0,518.0,内衣,M,2024-01-06 03:28:45,秋季,混纺
771,SPU190,SPU190-米色-L,家居服秋冬款,米色 修身,米色,修身,327.0,719.0,内衣,L,2025-04-08 19:13:32,秋季,棉
772,SPU190,SPU190-米色-XS,家居服秋冬款,米色 修身,米色,修身,476.0,751.0,内衣,XS,2024-01-05 17:51:30,秋季,丝
773,SPU190,SPU190-米色-均码,家居服秋冬款,米色 加长,米色,加长,378.0,773.0,内衣,均码,2024-02-21 22:09:38,秋季,棉
774,SPU191,SPU191-粉色-L,运动套装新款,粉色 宽松,粉色,宽松,487.0,619.0,童装,L,2025-10-05 06:07:31,夏季,丝
775,SPU191,SPU191-粉色-S,运动套装新款,粉色 标准,粉色,标准,238.0,116.0,童装,S,2025-06-08 02:02:16,夏季,棉
776,SPU191,SPU191-粉色-S,运动套装新款,粉色 标准,粉色,标准,114.0,420.0,童装,S,2024-09-26 02:49:20,夏季,涤纶
777,SPU192,SPU192-橙色-XS,家居服夏季款,橙色 加长,橙色,加长,129.0,179.0,内衣,XS,2025-05-01 15:40:49,夏季,混纺
778,SPU192,SPU192-橙色-L,家居服夏季款,橙色 加长,橙色,加长,441.0,506.0,内衣,L,2024-11-24 19:08:07,夏季,羊毛
779,SPU192,SPU192-橙色-XL,家居服夏季款,橙色 标准,橙色,标准,60.0,494.0,内衣,XL,2025-05-23 08:26:54,夏季,棉
780,SPU193,SPU193-棕色-M,针织衫夏季款,棕色 宽松,棕色,宽松,79.0,575.0,女装,M,2024-03-14 22:47:25,冬季,棉
781,SPU193,SPU193-棕色-XS,针织衫夏季款,棕色 加长,棕色,加长,245.0,426.0,女装,XS,2024-08-27 16:11:01,冬季,涤纶
782,SPU193,SPU193-棕色-XS,针织衫夏季款,棕色 短款,棕色,短款,454.0,560.0,女装,XS,2025-07-20 19:34:51,冬季,丝
783,SPU193,SPU193-棕色-XL,针织衫夏季款,棕色 加长,棕色,加长,141.0,287.0,女装,XL,2023-12-13 16:25:59,冬季,混纺
784,SPU193,SPU193-棕色-XL,针织衫夏季款,棕色 宽松,棕色,宽松,156.0,414.0,女装,XL,2025-08-07 00:34:00,冬季,棉
785,SPU194,SPU194-红色-XXXL,套头卫衣春季款,红色 短款,红色,短款,478.0,442.0,运动,XXXL,2024-07-15 04:27:07,秋季,涤纶
786,SPU194,SPU194-红色-XS,套头卫衣春季款,红色 标准,红色,标准,214.0,519.0,运动,XS,2025-07-04 21:50:57,秋季,麻
787,SPU194,SPU194-红色-均码,套头卫衣春季款,红色 短款,红色,短款,124.0,561.0,运动,均码,2025-10-23 08:23:37,秋季,丝
788,SPU194,SPU194-红色-M,套头卫衣春季款,红色 标准,红色,标准,381.0,343.0,运动,M,2025-07-15 09:38:52,秋季,涤纶
789,SPU194,SPU194-红色-XXXL,套头卫衣春季款,红色 标准,红色,标准,260.0,343.0,运动,XXXL,2025-05-12 07:24:36,秋季,丝
790,SPU195,SPU195-橙色-均码,套头卫衣经典款,橙色 短款,橙色,短款,234.0,773.0,女装,均码,2025-06-26 23:21:51,夏季,棉
791,SPU195,SPU195-橙色-XL,套头卫衣经典款,橙色 宽松,橙色,宽松,200.0,351.0,女装,XL,2024-08-15 00:47:33,夏季,麻
792,SPU195,SPU195-橙色-均码,套头卫衣经典款,橙色 短款,橙色,短款,438.0,215.0,女装,均码,2025-01-06 13:24:56,夏季,棉
793,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,紫色,短款,204.0,543.0,男装,M,2025-07-20 09:44:02,冬季,混纺
794,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,紫色,短款,113.0,671.0,男装,M,2024-03-10 06:10:56,冬季,涤纶
795,SPU196,SPU196-紫色-XXXL,休闲衬衫春季款,紫色 修身,紫色,修身,421.0,717.0,男装,XXXL,2024-04-09 07:47:33,冬季,羊毛
796,SPU196,SPU196-紫色-XS,休闲衬衫春季款,紫色 短款,紫色,短款,97.0,103.0,男装,XS,2025-07-19 21:11:05,冬季,羊毛
797,SPU197,SPU197-白色-L,训练外套经典款,白色 标准,白色,标准,270.0,328.0,运动,L,2025-04-24 13:52:01,春夏,丝
798,SPU197,SPU197-白色-XXXL,训练外套经典款,白色 短款,白色,短款,346.0,375.0,运动,XXXL,2025-02-01 10:52:05,春夏,羊毛
799,SPU197,SPU197-白色-XXL,训练外套经典款,白色 加长,白色,加长,360.0,792.0,运动,XXL,2024-09-20 08:40:59,春夏,涤纶
800,SPU197,SPU197-白色-均码,训练外套经典款,白色 宽松,白色,宽松,425.0,727.0,运动,均码,2024-06-15 10:39:20,春夏,涤纶
801,SPU197,SPU197-白色-XS,训练外套经典款,白色 短款,白色,短款,410.0,447.0,运动,XS,2023-12-20 10:05:47,春夏,棉
802,SPU198,SPU198-灰色-L,休闲衬衫秋冬款,灰色 加长,灰色,加长,186.0,246.0,女装,L,2024-12-10 08:44:45,秋季,混纺
803,SPU198,SPU198-灰色-S,休闲衬衫秋冬款,灰色 宽松,灰色,宽松,61.0,122.0,女装,S,2024-12-10 13:20:55,秋季,棉
804,SPU198,SPU198-灰色-L,休闲衬衫秋冬款,灰色 宽松,灰色,宽松,422.0,576.0,女装,L,2024-09-05 04:44:07,秋季,棉
805,SPU198,SPU198-灰色-XL,休闲衬衫秋冬款,灰色 加长,灰色,加长,478.0,395.0,女装,XL,2025-02-24 10:29:58,秋季,丝
806,SPU198,SPU198-灰色-XXXL,休闲衬衫秋冬款,灰色 修身,灰色,修身,364.0,310.0,女装,XXXL,2025-10-06 03:43:54,秋季,麻
807,SPU199,SPU199-蓝色-XL,羽绒服春季款,蓝色 加长,蓝色,加长,329.0,744.0,童装,XL,2024-10-26 15:21:34,春夏,混纺
808,SPU199,SPU199-蓝色-XS,羽绒服春季款,蓝色 加长,蓝色,加长,490.0,450.0,童装,XS,2024-09-01 22:54:16,春夏,丝
809,SPU199,SPU199-蓝色-XS,羽绒服春季款,蓝色 标准,蓝色,标准,365.0,703.0,童装,XS,2025-06-28 15:45:42,春夏,麻
810,SPU199,SPU199-蓝色-S,羽绒服春季款,蓝色 加长,蓝色,加长,360.0,534.0,童装,S,2025-08-04 00:35:21,春夏,丝
